LOG D'ÉTAT PAR STEP (temps continu)

===== STEP 1 | temps simulé = 0.20 s =====
- team=A, type=Pikeman, HP=55.0, pos=(44.22,40.00), intent=move_to(73.00,40.00)
- team=A, type=Pikeman, HP=55.0, pos=(58.51,61.85), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=7.0, pos=(58.47,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(49.12,56.88), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.13,56.84), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.13,56.88), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.19,57.02), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.21,58.32), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.25,58.32), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.24,58.44), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.37,61.11), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.37,61.11), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.92,61.66), intent=attack(Knight)
- team=A, type=Pikeman, HP=55.0, pos=(49.80,61.77), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(58.51,61.89), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.52,61.89), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.52,61.89), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=39.0, pos=(58.44,61.81), intent=move_to(57.67,61.65)
- team=A, type=Knight, HP=100.0, pos=(49.10,58.28), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.12,58.41), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.17,58.16), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.14,58.76), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.14,58.83), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.16,61.26), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.15,61.31), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.32,61.11), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(49.39,61.46), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.29,61.11), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(50.41,49.38), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.46,49.37), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.48,49.33), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.36,49.39), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.25,49.46), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(49.92,50.11), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(49.78,50.16), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(49.56,51.10), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=19.0, pos=(49.58,51.62), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=19.0, pos=(49.05,64.58), intent=attack(Knight)
- team=A, type=Crossbowman, HP=27.0, pos=(49.05,66.58), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.05,68.20), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.05,68.14), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.25,68.01), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.32,68.10), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.48,68.09), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.58,68.10), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.61,67.93), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.57,68.31), intent=attack(Knight)
- team=B, type=Pikeman, HP=47.0, pos=(57.87,56.14), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.85,56.17), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=39.0, pos=(57.86,56.20), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.62,56.90), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.65,56.81), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(58.17,55.79), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(58.17,55.80), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(58.00,57.81), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=31.0, pos=(57.80,58.96), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.81,60.48), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=23.0, pos=(57.78,60.47), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=39.0, pos=(57.79,60.64), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=31.0, pos=(57.35,60.10), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.43,60.89), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.42,60.86), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.88,61.60), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.41,60.87), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.88,61.59), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.40,60.91), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.87,61.59), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=27.0, pos=(57.96,55.71), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=51.0, pos=(58.07,55.54), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.99,55.95), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.56,56.95), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.54,57.00), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.47,57.25), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.51,57.85), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.51,57.92), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.46,58.10), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.49,58.71), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.38,59.90), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.35,60.01), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.36,60.08), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.42,60.87), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.40,60.87), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.40,60.87), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.41,60.88), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.41,60.90), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.39,60.92), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=43.0, pos=(57.89,61.70), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.74,55.92), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.82,55.63), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.58,56.62), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.46,57.28), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.62,57.62), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.53,58.66), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=31.0, pos=(57.48,58.73), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.56,59.96), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.37,60.04), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.37,59.99), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.38,60.11), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.39,60.16), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.40,60.32), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.45,60.52), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=47.0, pos=(57.42,60.95), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.42,60.97), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.87,61.60), intent=move_to(58.68,61.87)
- team=B, type=Pikeman, HP=55.0, pos=(57.88,61.61), intent=move_to(58.68,61.87)
- team=B, type=Knight, HP=48.0, pos=(49.06,62.38), intent=move_to(49.05,64.58)
- team=B, type=Knight, HP=48.0, pos=(49.06,62.38), intent=move_to(49.05,64.58)
- team=B, type=Crossbowman, HP=35.0, pos=(63.41,47.92), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(63.01,48.79), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(63.08,49.21), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(63.23,49.53), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(63.56,49.96), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(63.98,50.45), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(64.56,51.02), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(64.97,52.10), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(65.01,53.21), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(64.55,55.09), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(63.80,57.86), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(63.26,59.11), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(63.76,60.39), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(64.35,61.85), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(64.16,62.91), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(64.29,64.15), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(64.34,65.61), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(63.71,66.30), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(63.18,66.81), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(62.73,67.37), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(62.36,67.68), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(62.05,67.68), intent=attack(Pikeman)
- team=B, type=Crossbowman, HP=35.0, pos=(62.45,68.47), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(62.79,69.31), intent=move_to(58.68,61.87)
- team=B, type=Crossbowman, HP=35.0, pos=(63.20,70.18), intent=move_to(58.68,61.87)

===== STEP 138 | temps simulé = 27.60 s =====
- team=A, type=Pikeman, HP=55.0, pos=(58.68,54.92), intent=move_to(58.05,55.32)
- team=A, type=Pikeman, HP=55.0, pos=(58.64,54.90), intent=move_to(58.05,55.32)
- team=A, type=Pikeman, HP=55.0, pos=(49.13,57.07), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.12,57.10), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.12,57.09), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.14,56.98), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.16,57.27), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.29,58.25), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.21,58.42), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.22,58.66), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.30,61.19), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.33,61.28), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.66,61.85), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.61,61.85), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(58.30,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.29,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.30,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.30,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.27,61.78), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.54,55.01), intent=move_to(58.05,55.32)
- team=A, type=Pikeman, HP=39.0, pos=(58.52,54.99), intent=move_to(58.05,55.32)
- team=A, type=Pikeman, HP=55.0, pos=(58.61,54.94), intent=move_to(58.05,55.32)
- team=A, type=Pikeman, HP=55.0, pos=(49.12,57.10), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.12,57.12), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.17,56.72), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.17,57.16), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.23,58.50), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.24,58.41), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.17,59.18), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.31,61.20), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.29,61.32), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.63,61.84), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.66,61.71), intent=attack(Knight)
- team=A, type=Pikeman, HP=55.0, pos=(58.30,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.31,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.30,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.30,61.84), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.29,61.80), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(49.12,57.10), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.13,57.06), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.12,57.10), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.18,57.24), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.20,58.53), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.24,58.54), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.23,58.66), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.30,61.32), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.30,61.32), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(49.75,61.80), intent=attack(Knight)
- team=A, type=Pikeman, HP=55.0, pos=(49.59,61.85), intent=move_to(49.06,62.06)
- team=A, type=Pikeman, HP=55.0, pos=(58.30,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.31,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=55.0, pos=(58.31,61.83), intent=move_to(57.67,61.65)
- team=A, type=Pikeman, HP=39.0, pos=(58.23,61.77), intent=move_to(57.67,61.65)
- team=A, type=Knight, HP=100.0, pos=(49.10,58.60), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.11,58.73), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.16,58.48), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.13,59.08), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.13,59.15), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.12,61.57), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.11,61.63), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.26,61.43), intent=attack(Knight)
- team=A, type=Knight, HP=100.0, pos=(49.24,61.74), intent=move_to(49.06,62.06)
- team=A, type=Knight, HP=100.0, pos=(49.23,61.43), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(50.55,49.50), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.61,49.49), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.63,49.45), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.51,49.51), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.40,49.58), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(50.08,50.22), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(49.94,50.27), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=35.0, pos=(49.73,51.19), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=19.0, pos=(49.76,51.70), intent=move_to(57.79,55.41)
- team=A, type=Crossbowman, HP=19.0, pos=(49.05,64.58), intent=attack(Knight)
- team=A, type=Crossbowman, HP=27.0, pos=(49.05,66.58), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.05,68.20), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.05,68.14), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.25,68.01), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.32,68.10), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.48,68.09), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.58,68.10), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.61,67.93), intent=attack(Knight)
- team=A, type=Crossbowman, HP=35.0, pos=(49.57,68.31), intent=attack(Knight)
- team=B, type=Pikeman, HP=47.0, pos=(57.89,56.35), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.88,56.39), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=39.0, pos=(57.89,56.42), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.66,57.12), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.69,57.02), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(58.18,56.01), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(58.18,56.02), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(58.02,58.03), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=31.0, pos=(57.85,59.18), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.90,60.68), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=23.0, pos=(57.88,60.67), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=39.0, pos=(57.90,60.83), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=31.0, pos=(57.47,60.28), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.59,61.04), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.58,61.01), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.88,61.60), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(57.58,61.02), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.88,61.59), intent=attack(Pikeman)
- team=B, type=Pikeman, HP=55.0, pos=(57.57,61.05), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.87,61.59), intent=none
- team=B, type=Pikeman, HP=27.0, pos=(57.98,55.93), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=51.0, pos=(58.08,55.76), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(58.01,56.17), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.60,57.17), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.58,57.22), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.51,57.46), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.56,58.06), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.56,58.13), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.51,58.32), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.56,58.92), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.49,60.09), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.47,60.20), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.48,60.27), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.58,61.02), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.56,61.01), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.57,61.02), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.57,61.03), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.57,61.05), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.56,61.06), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=43.0, pos=(57.89,61.70), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(57.77,56.14), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.84,55.85), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.62,56.84), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.51,57.49), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.66,57.83), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.59,58.87), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=31.0, pos=(57.54,58.94), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.66,60.16), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.49,60.22), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.48,60.18), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.50,60.29), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.51,60.34), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.53,60.50), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.58,60.70), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=47.0, pos=(57.59,61.09), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.59,61.11), intent=move_to(58.47,61.83)
- team=B, type=Pikeman, HP=55.0, pos=(57.87,61.60), intent=none
- team=B, type=Pikeman, HP=55.0, pos=(57.88,61.61), intent=none
- team=B, type=Knight, HP=48.0, pos=(49.06,62.70), intent=move_to(49.05,64.58)
- team=B, type=Knight, HP=48.0, pos=(49.06,62.70), intent=move_to(49.05,64.58)
- team=B, type=Crossbowman, HP=35.0, pos=(63.34,48.10), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(62.95,48.97), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(63.02,49.39), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(63.16,49.71), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(63.49,50.14), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(63.90,50.62), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(64.46,51.18), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(64.86,52.26), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(64.89,53.37), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(64.42,55.23), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(63.80,57.86), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(63.26,59.11), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(63.76,60.39), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(64.35,61.85), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(64.16,62.91), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(64.29,64.15), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(64.34,65.61), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(63.71,66.30), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(63.18,66.81), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(62.73,67.37), intent=none
- team=B, type=Crossbowman, HP=35.0, pos=(62.25,67.52), intent=move_to(58.47,61.83)
- team=B, type=Crossbowman, HP=35.0, pos=(62.05,67.68), intent=none
